,location,total_sqft,bath,price,bhk
2628,Sarjapur  Road,1129.0,2.0,69.0,2
2629,Sarjapur  Road,1323.0,2.0,74.0,2
2631,Sarjapur  Road,2100.0,3.0,130.0,3
2632,Sarjapur  Road,702.0,1.0,35.8,1
2633,Sarjapur  Road,1026.0,2.0,60.8,2
2634,Sarjapur  Road,1216.0,2.0,70.0,2
2635,Sarjapur  Road,1112.0,2.0,62.0,2
2636,Sarjapur  Road,1157.0,2.0,69.0,3
2637,Sarjapur  Road,1026.0,2.0,60.8,2
2638,Sarjapur  Road,1370.0,2.0,70.0,2
2639,Sarjapur  Road,1346.0,2.0,74.03,2
2640,Sarjapur  Road,475.0,1.0,26.0,1
2641,Sarjapur  Road,1346.0,2.0,69.61,2
2642,Sarjapur  Road,1612.0,3.0,98.38,3
2643,Sarjapur  Road,1371.0,2.0,86.0,2
2644,Sarjapur  Road,1044.0,2.0,55.0,2
2646,Sarjapur  Road,1309.0,2.0,69.5,2
2647,Sarjapur  Road,1691.0,3.0,100.0,3
2648,Sarjapur  Road,1367.0,2.0,80.0,2
2650,Sarjapur  Road,1346.0,2.0,74.03,2
2651,Sarjapur  Road,1112.0,2.0,58.0,2
2652,Sarjapur  Road,1340.0,2.0,75.0,2
2653,Sarjapur  Road,1132.0,2.0,70.0,2
2654,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
2655,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
2656,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
2657,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
2658,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
2659,Sarjapura - Attibele Road,740.0,1.0,23.65,1
2660,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
2661,Sector 2 HSR Layout,1296.0,2.0,75.0,2
2662,Sector 2 HSR Layout,1143.0,2.0,65.0,2
2663,Sector 2 HSR Layout,1600.0,3.0,90.0,3
2664,Sector 7 HSR Layout,1163.0,2.0,98.86,2
2665,Sector 7 HSR Layout,1760.0,3.0,145.0,3
2666,Sector 7 HSR Layout,1163.0,2.0,98.86,2
2667,Sector 7 HSR Layout,1342.0,2.0,115.0,2
2668,Sector 7 HSR Layout,1162.0,2.0,98.77,2
2669,Seegehalli,1525.0,3.0,65.0,3
2670,Seegehalli,1200.0,2.0,62.0,3
2671,Seegehalli,1830.0,4.0,82.0,3
2672,Seegehalli,3000.0,5.0,150.0,4
2673,Seegehalli,2800.0,4.0,140.0,4
2674,Seegehalli,1553.0,3.0,68.0,3
2675,Seegehalli,1134.0,2.0,45.0,2
2676,Seegehalli,1683.0,3.0,80.0,3
2677,Seegehalli,1176.0,2.0,50.0,2
2678,Singasandra,1440.0,2.0,65.0,3
2679,Singasandra,1100.0,2.0,52.0,2
2680,Singasandra,1306.0,2.0,58.0,3
2681,Singasandra,1510.0,3.0,75.0,3
2682,Singasandra,1179.0,2.0,56.0,2
2683,Singasandra,1416.0,2.0,67.0,2
2684,Singasandra,1476.0,2.0,73.0,3
2685,Somasundara Palya,1255.0,2.0,67.0,2
2686,Somasundara Palya,1448.0,2.0,68.0,2
2687,Somasundara Palya,1260.0,2.0,60.0,2
2688,Somasundara Palya,1329.0,2.0,70.0,2
2689,Sompura,1025.0,2.0,37.0,3
2690,Sompura,825.0,2.0,32.0,2
2691,Sompura,1350.0,2.0,47.0,3
2692,Sonnenahalli,896.0,2.0,43.75,2
2693,Sonnenahalli,1011.0,2.0,50.53,2
2694,Sonnenahalli,614.5,1.0,30.715,1
2695,Sonnenahalli,1484.0,3.0,74.18,3
2696,Sonnenahalli,1610.0,3.0,80.48,3
2697,Sonnenahalli,605.0,1.0,30.24,1
2698,Sonnenahalli,1484.0,3.0,75.0,3
2699,Subramanyapura,929.0,2.0,50.17,2
2700,Subramanyapura,1245.0,2.0,68.0,3
2701,Subramanyapura,1313.0,2.0,73.0,2
2703,Subramanyapura,929.0,2.0,48.0,2
2704,Subramanyapura,960.0,2.0,55.0,2
2705,Subramanyapura,1278.0,3.0,70.0,3
2706,Subramanyapura,929.0,2.0,49.0,2
2708,Subramanyapura,929.0,1.0,51.0,2
2709,Sultan Palaya,1009.0,2.0,65.0,2
2710,Sultan Palaya,5000.0,5.0,325.0,4
2711,TC Palaya,1200.0,2.0,66.0,3
2712,TC Palaya,1200.0,3.0,66.0,3
2713,TC Palaya,1350.0,2.0,75.0,3
2714,TC Palaya,1200.0,2.0,65.0,2
2715,TC Palaya,1200.0,2.0,70.0,2
2716,TC Palaya,1200.0,2.0,66.0,3
2717,TC Palaya,1200.0,2.0,66.5,3
2718,TC Palaya,1200.0,2.0,66.0,2
2719,TC Palaya,1200.0,2.0,66.0,3
2720,TC Palaya,1200.0,2.0,66.5,3
2721,TC Palaya,1200.0,2.0,66.0,3
2722,TC Palaya,1500.0,3.0,83.0,3
2723,TC Palaya,1200.0,2.0,65.0,2
2724,TC Palaya,1200.0,2.0,66.0,3
2725,TC Palaya,1200.0,3.0,66.0,3
2726,TC Palaya,1200.0,2.0,66.0,3
2727,TC Palaya,1200.0,2.0,66.0,3
2728,TC Palaya,1200.0,2.0,66.0,3
2729,TC Palaya,1200.0,2.0,70.0,2
2730,TC Palaya,1200.0,2.0,66.0,3
2731,TC Palaya,1200.0,2.0,66.0,3
2732,TC Palaya,1200.0,2.0,66.0,3
2733,TC Palaya,1200.0,2.0,66.0,3
2734,TC Palaya,1200.0,2.0,66.0,3
2735,Talaghattapura,2106.0,3.0,126.0,3
2736,Talaghattapura,1868.0,3.0,121.0,3
2737,Talaghattapura,2106.0,3.0,126.0,3
2738,Talaghattapura,1868.0,3.0,120.0,3
2739,Talaghattapura,1804.0,3.0,115.0,3
2740,Talaghattapura,2254.0,3.0,153.0,3
2741,Talaghattapura,2273.0,3.0,145.0,3
2742,Talaghattapura,2038.5,3.0,122.0,3
2743,Talaghattapura,2099.0,3.0,134.0,3
2744,Thanisandra,1296.0,2.0,80.0,2
2745,Thanisandra,445.0,1.0,28.0,1
2746,Thanisandra,1296.0,2.0,83.0,2
2747,Thanisandra,2144.0,3.0,135.0,3
2748,Thanisandra,1093.0,2.0,70.0,2
2749,Thanisandra,1265.0,2.0,79.0,3
2751,Thanisandra,776.5,2.0,48.145,1
2752,Thanisandra,1573.0,3.0,95.0,3
2753,Thanisandra,1917.0,3.0,122.0,3
2754,Thanisandra,1098.0,2.0,68.0,2
2756,Thanisandra,1296.0,2.0,72.0,2
2757,Thanisandra,1698.0,3.0,102.0,3
2758,Thanisandra,1801.0,3.0,115.0,3
2760,Thanisandra,662.0,1.0,42.0,1
2762,Thanisandra,2127.0,3.0,135.0,3
2763,Thanisandra,1276.0,2.0,75.0,2
2765,Thanisandra,1265.0,2.0,78.0,2
2766,Thanisandra,934.0,2.0,55.0,2
2767,Thanisandra,1093.0,2.0,68.1,2
2768,Thanisandra,1698.0,3.0,107.0,3
2769,Thanisandra,965.0,2.0,56.0,2
2770,Thanisandra,1546.0,3.0,95.0,3
2773,Thanisandra,1880.0,3.0,120.0,3
2774,Thanisandra,933.0,2.0,58.0,1
2776,Thanisandra,1996.0,4.0,123.0,3
2778,Thanisandra,1564.0,3.0,100.0,3
2779,Thanisandra,1573.0,3.0,98.0,3
2780,Thanisandra,1056.0,2.0,65.0,2
2781,Thanisandra,1343.0,2.0,75.0,2
2782,Thanisandra,1935.0,4.0,122.0,3
2783,Thanisandra,933.0,2.0,55.0,2
2784,Thanisandra,662.0,1.0,38.0,1
2785,Thanisandra,1265.0,2.0,72.0,2
2786,Thanisandra,1702.0,3.0,107.0,3
2787,Thanisandra,2030.0,4.0,125.0,3
2789,Thanisandra,1595.0,3.0,96.0,3
2790,Thanisandra,1261.0,2.0,80.0,3
2791,Thanisandra,1884.0,4.0,117.0,3
2792,Thanisandra,965.0,2.0,54.0,2
2793,Thanisandra,1930.0,4.0,122.0,3
2794,Thanisandra,1930.0,4.0,120.0,3
2795,Thanisandra,1801.0,3.0,115.0,3
2797,Thanisandra,1965.0,4.0,125.0,3
2798,Thanisandra,1573.0,3.0,100.0,3
2799,Thigalarapalya,3122.0,6.0,230.0,4
2801,Thigalarapalya,1418.0,2.0,103.0,2
2802,Thigalarapalya,1418.0,2.0,104.0,2
2804,Thigalarapalya,1418.0,2.0,103.0,2
2805,Thigalarapalya,1418.0,2.0,106.0,2
2806,Thigalarapalya,1418.0,2.0,104.0,2
2807,Thigalarapalya,1418.0,2.0,105.0,2
2808,Thigalarapalya,1418.0,2.0,104.0,2
2810,Thigalarapalya,1418.0,2.0,106.0,2
2811,Thigalarapalya,2072.0,4.0,155.0,3
2812,Thigalarapalya,1830.0,4.0,135.0,3
2813,Thigalarapalya,1418.0,2.0,105.0,2
2815,Thigalarapalya,2072.0,4.0,155.0,3
2816,Thigalarapalya,2072.0,4.0,153.0,3
2817,Thigalarapalya,1418.0,2.0,105.0,2
2818,Thigalarapalya,3362.0,5.0,249.0,4
2822,Thubarahalli,3800.0,4.0,239.0,4
2823,Thubarahalli,1200.0,2.0,78.0,2
2824,Thubarahalli,1128.0,2.0,75.0,2
2825,Thubarahalli,1085.0,2.0,70.0,2
2826,Thubarahalli,1216.0,2.0,80.0,2
2827,Thubarahalli,1200.0,2.0,79.0,2
2828,Thubarahalli,1200.0,2.0,80.0,2
2829,Thubarahalli,1200.0,2.0,79.55,2
2830,Thubarahalli,2625.0,3.0,175.0,3
2832,Tumkur Road,1500.0,3.0,95.0,3
2833,Tumkur Road,1098.0,2.0,72.0,2
2834,Tumkur Road,1354.0,3.0,90.0,3
2835,Tumkur Road,1239.0,2.0,82.0,2
2836,Tumkur Road,1246.0,2.0,82.0,2
2837,Tumkur Road,1500.0,3.0,100.0,3
2838,Tumkur Road,1416.0,3.0,94.0,3
2839,Tumkur Road,1027.0,2.0,68.62,2
2840,Tumkur Road,1459.0,2.0,95.0,3
2841,Tumkur Road,1240.0,2.0,79.0,3
2842,Tumkur Road,1441.0,2.0,95.0,3
2843,Tumkur Road,1027.0,2.0,67.0,2
2844,Tumkur Road,1354.0,3.0,85.86,3
2845,Ulsoor,1275.0,2.0,120.0,2
2846,Ulsoor,1180.0,2.0,100.0,2
2847,Ulsoor,1500.0,2.0,125.0,3
2848,Ulsoor,2000.0,3.0,185.0,3
2849,Ulsoor,1255.0,2.0,120.0,2
2850,Uttarahalli,1440.0,2.0,62.0,3
2851,Uttarahalli,1143.0,2.0,45.0,2
2852,Uttarahalli,1101.0,2.0,45.0,2
2853,Uttarahalli,1175.0,2.0,47.0,2
2854,Uttarahalli,1330.0,2.0,56.0,3
2855,Uttarahalli,1617.0,3.0,66.68,3
2856,Uttarahalli,1150.0,2.0,49.0,2
2857,Uttarahalli,1330.0,2.0,56.0,3
2858,Uttarahalli,993.0,2.0,39.71,2
2859,Uttarahalli,1045.0,2.0,45.0,2
2860,Uttarahalli,1345.0,2.0,57.0,3
2861,Uttarahalli,1089.0,2.0,43.55,2
2862,Uttarahalli,1050.0,2.0,42.0,2
2863,Uttarahalli,1300.0,2.0,55.0,3
2864,Uttarahalli,1200.0,3.0,50.0,3
2865,Uttarahalli,1085.0,2.0,43.0,2
2867,Uttarahalli,1175.0,2.0,47.0,2
2868,Uttarahalli,1175.0,2.0,47.0,2
2870,Uttarahalli,1325.0,2.0,53.0,2
2871,Uttarahalli,850.0,2.0,35.0,2
2873,Uttarahalli,1134.0,2.0,45.36,2
2874,Uttarahalli,1320.0,2.0,55.44,3
2875,Uttarahalli,1090.0,2.0,45.0,2
2876,Uttarahalli,1050.0,2.0,42.0,2
2877,Uttarahalli,1123.0,2.0,48.0,2
2878,Uttarahalli,1329.0,2.0,56.0,3
2879,Uttarahalli,1100.0,1.0,45.0,2
2880,Uttarahalli,1125.0,2.0,47.0,2
2882,Uttarahalli,1160.0,2.0,45.0,2
2884,Uttarahalli,1330.0,2.0,57.0,3
2886,Uttarahalli,1125.0,2.0,48.0,2
2887,Uttarahalli,1320.0,2.0,55.44,3
2890,Uttarahalli,1065.0,2.0,42.59,2
2893,Uttarahalli,1002.0,2.0,40.08,2
2894,Uttarahalli,1002.0,2.0,40.08,2
2895,Uttarahalli,1125.0,2.0,47.65,2
2896,Uttarahalli,1300.0,2.0,55.0,2
2897,Uttarahalli,1125.0,2.0,47.0,2
2900,Uttarahalli,1175.0,2.0,47.0,2
2901,Uttarahalli,1525.0,2.0,62.82,3
2902,Uttarahalli,1213.0,2.0,48.0,2
2904,Uttarahalli,900.0,2.0,35.0,2
2905,Uttarahalli,1065.0,2.0,42.6,2
2907,Uttarahalli,1125.0,2.0,47.0,2
2908,Uttarahalli,1107.0,2.0,45.0,2
2909,Uttarahalli,1150.0,2.0,46.0,2
2910,Uttarahalli,1050.0,2.0,42.0,2
2911,Uttarahalli,1125.0,2.0,48.0,2
2912,Uttarahalli,1345.0,2.0,57.0,3
2913,Uttarahalli,1345.0,2.0,57.0,3
2915,Uttarahalli,1000.0,2.0,39.5,2
2916,Uttarahalli,1125.0,1.0,45.0,2
2918,Uttarahalli,1330.0,2.0,57.0,3
2919,Uttarahalli,1125.0,2.0,47.0,2
2920,Uttarahalli,1284.0,2.0,53.36,2
2921,Uttarahalli,1150.0,2.0,45.99,2
2922,Uttarahalli,1328.0,2.0,56.0,3
2923,Uttarahalli,1345.0,2.0,57.0,3
2924,Varthur,1535.0,3.0,65.99,3
2925,Varthur,1024.0,2.0,42.0,2
2926,Varthur,1055.0,2.0,45.35,2
2927,Varthur,1090.0,2.0,48.0,2
2928,Varthur,1070.0,2.0,46.0,2
2929,Varthur,1120.0,2.0,44.24,2
2930,Varthur,1085.0,2.0,45.0,2
2932,Varthur,1180.0,2.0,55.0,2
2934,Varthur,1045.0,2.0,40.65,2
2935,Varthur,1615.0,3.0,69.43,3
2936,Varthur,1210.0,2.0,54.0,2
2938,Varthur,1665.0,3.0,71.58,3
2939,Varthur Road,1050.0,2.0,42.7,2
2940,Varthur Road,1255.0,2.0,52.76,2
2941,Varthur Road,1140.0,2.0,49.11,2
2942,Vasanthapura,995.0,2.0,34.82,2
2943,Vasanthapura,995.0,2.0,34.82,2
2944,Vasanthapura,978.0,2.0,34.22,2
2945,Vidyaranyapura,1200.0,2.0,55.0,2
2947,Vidyaranyapura,1060.0,2.0,55.0,2
2948,Vidyaranyapura,1100.0,2.0,54.0,2
2950,Vidyaranyapura,1100.0,2.0,54.0,2
2951,Vidyaranyapura,1100.0,2.0,54.0,2
2952,Vidyaranyapura,1050.0,2.0,50.0,2
2953,Vidyaranyapura,1200.0,2.0,60.5,2
2954,Vijayanagar,1704.0,3.0,110.0,3
2955,Vijayanagar,1933.0,3.0,129.0,3
2956,Vijayanagar,1450.0,3.0,100.0,3
2957,Vijayanagar,1826.0,3.0,121.0,3
2958,Vijayanagar,1739.0,3.0,116.0,3
2959,Vijayanagar,1490.0,3.0,100.0,3
2960,Vijayanagar,606.0,1.0,34.78,1
2961,Vijayanagar,989.0,2.0,60.0,2
2962,Vijayanagar,1520.0,2.0,103.0,3
2963,Vijayanagar,1749.0,3.0,117.0,3
2964,Vijayanagar,606.0,1.0,40.0,1
2965,Vijayanagar,1300.0,2.0,75.0,3
2966,Vijayanagar,2047.0,3.0,136.0,3
2967,Vijayanagar,1200.0,2.0,75.0,3
2968,Vijayanagar,1178.0,2.0,82.0,2
2969,Vijayanagar,920.0,2.0,60.0,2
2970,Vijayanagar,1019.0,2.0,58.0,2
2971,Vittasandra,1246.0,2.0,67.0,2
2972,Vittasandra,1246.0,2.0,64.5,2
2973,Vittasandra,1246.0,2.0,64.5,2
2974,Vittasandra,1404.0,2.0,75.0,2
2975,Vittasandra,1246.0,2.0,65.0,2
2976,Vittasandra,1259.0,2.0,67.4,2
2977,Vittasandra,1246.0,2.0,65.4,2
2978,Vittasandra,1259.0,2.0,67.48,2
2979,Vittasandra,1404.0,2.0,75.0,2
2981,Vittasandra,1246.0,2.0,67.0,2
2983,Vittasandra,1246.0,2.0,65.0,2
2986,Whitefield,1280.0,2.0,75.0,2
2988,Whitefield,11890.0,4.0,700.0,4
2989,Whitefield,1150.0,2.0,70.0,2
2997,Whitefield,1447.0,2.0,83.0,2
3000,Whitefield,1113.0,2.0,62.0,2
3004,Whitefield,1280.0,2.0,75.0,2
3008,Whitefield,1192.0,2.0,71.0,2
3012,Whitefield,1125.0,2.0,62.0,2
3015,Whitefield,1485.0,2.0,90.0,2
3016,Whitefield,950.0,1.0,50.0,1
3018,Whitefield,825.0,1.0,45.0,1
3024,Whitefield,1170.0,2.0,71.0,2
3025,Whitefield,1800.0,3.0,110.0,3
3026,Whitefield,1190.0,2.0,67.0,2
3029,Whitefield,2500.0,4.0,155.0,4
3030,Whitefield,905.0,1.0,55.0,1
3033,Whitefield,630.5,1.0,32.79,1
3034,Whitefield,3537.0,5.0,210.0,4
3036,Whitefield,1216.0,2.0,66.48,2
3038,Whitefield,1269.0,2.0,75.0,2
3041,Whitefield,1195.0,2.0,70.0,2
3042,Whitefield,1250.0,2.0,72.0,2
3043,Whitefield,709.0,1.0,34.385,1
3044,Whitefield,1340.0,2.0,77.0,2
3045,Whitefield,1320.0,2.0,79.5,2
3049,Whitefield,1405.0,2.0,84.5,2
3050,Whitefield,2400.0,4.0,147.0,4
3051,Whitefield,624.0,1.0,35.0,1
3054,Whitefield,1400.0,2.0,80.0,2
3055,Whitefield,2155.0,3.0,125.0,4
3056,Whitefield,905.0,1.0,52.0,1
3058,Whitefield,1216.0,2.0,69.06,2
3059,Whitefield,1216.0,2.0,75.0,2
3060,Whitefield,1355.0,2.0,78.0,2
3061,Whitefield,1255.0,2.0,77.0,2
3062,Whitefield,1216.0,2.0,73.0,2
3063,Whitefield,709.0,1.0,34.735,1
3066,Whitefield,825.0,1.0,44.9,1
3067,Whitefield,530.0,1.0,29.44,1
3069,Whitefield,905.0,1.0,50.0,1
3071,Whitefield,630.5,1.0,32.15,1
3072,Whitefield,905.0,1.0,52.0,1
3076,Whitefield,1355.0,3.0,76.0,2
3078,Whitefield,1216.0,2.0,75.0,2
3085,Whitefield,1216.0,2.0,69.0,2
3087,Whitefield,2173.0,3.0,128.0,3
3090,Whitefield,1216.0,2.0,75.0,2
3091,Whitefield,1180.0,2.0,70.0,2
3095,Whitefield,1216.0,2.0,67.0,2
3096,Whitefield,1452.0,3.0,90.0,3
3098,Whitefield,1295.0,2.0,78.5,2
3100,Whitefield,1655.0,3.0,97.0,3
3102,Whitefield,1216.0,2.0,75.0,2
3105,Whitefield,3450.0,4.0,208.0,3
3107,Whitefield,2400.0,4.0,143.0,4
3110,Whitefield,1141.0,2.0,62.0,2
3111,Whitefield,1495.0,3.0,88.0,2
3114,Whitefield,1216.0,2.0,75.0,2
3115,Whitefield,1227.0,2.0,70.0,2
3116,Whitefield,1256.0,2.0,73.0,2
3118,Whitefield,1300.0,2.0,78.0,2
3120,Whitefield,1240.0,2.0,70.0,2
3121,Whitefield,1216.0,2.0,72.5,2
3125,Whitefield,1600.0,3.0,95.0,3
3132,Whitefield,1100.0,2.0,65.0,2
3134,Whitefield,1216.0,2.0,73.0,2
3139,Whitefield,1160.0,2.0,67.0,2
3140,Whitefield,1216.0,2.0,66.88,2
3142,Whitefield,1012.0,2.0,58.0,2
3143,Whitefield,1431.0,3.0,85.0,3
3144,Whitefield,524.0,1.0,29.0,1
3146,Whitefield,3075.0,2.0,188.0,4
3147,Whitefield,1725.0,3.0,106.0,3
3149,Whitefield,1820.0,3.0,113.0,3
3151,Whitefield,3565.0,4.0,218.0,4
3152,Whitefield,1277.0,2.0,77.0,2
3158,Whitefield,1190.0,2.0,70.0,2
3160,Whitefield,1216.0,2.0,72.0,2
3163,Whitefield,1346.0,2.0,76.01,2
3164,Whitefield,1276.0,2.0,69.5,2
3166,Whitefield,1615.0,3.0,96.9,3
3169,Whitefield,1200.0,2.0,70.0,2
3170,Whitefield,1015.0,2.0,56.0,2
3171,Whitefield,1216.0,2.0,75.0,2
3172,Whitefield,1224.0,2.0,75.0,2
3175,Whitefield,2444.0,4.0,145.0,4
3180,Yelachenahalli,1080.0,2.0,55.0,2
3181,Yelachenahalli,1400.0,2.0,78.0,2
3182,Yelachenahalli,1330.0,3.0,73.5,3
3183,Yelachenahalli,1100.0,2.0,60.0,2
3184,Yelachenahalli,1365.0,2.0,72.0,3
3186,Yelahanka,1170.0,2.0,62.5,2
3194,Yelahanka,915.0,2.0,48.0,2
3201,Yelahanka,4000.0,5.0,220.0,5
3202,Yelahanka,2675.0,4.0,140.0,4
3203,Yelahanka,1465.0,3.0,80.01,3
3210,Yelahanka,1100.0,2.0,60.0,2
3211,Yelahanka,1556.0,3.0,86.0,3
3220,Yelahanka,1115.0,2.0,60.0,2
3222,Yelahanka,697.0,1.0,35.0,1
3223,Yelahanka,682.0,1.0,36.23,1
3225,Yelahanka,1304.0,2.0,69.97,2
3227,Yelahanka,1300.0,2.0,69.23,2
3231,Yelahanka,2500.0,3.0,120.0,5
3232,Yelahanka,700.0,1.0,38.0,1
3233,Yelahanka,2088.0,5.0,110.0,4
3237,Yelahanka,827.5,1.0,42.535,1
3239,Yelahanka,1104.0,2.0,58.0,2
3240,Yelahanka,602.0,1.0,33.0,1
3241,Yelahanka,602.0,2.0,30.0,1
3244,Yelahanka New Town,650.0,1.0,33.0,1
3245,Yelahanka New Town,1700.0,3.0,90.0,3
3246,Yelahanka New Town,1541.0,3.0,80.0,3
3247,Yelahanka New Town,1385.0,2.0,65.0,2
3248,Yelahanka New Town,500.0,2.0,24.0,1
3249,Yelahanka New Town,1599.0,3.0,80.0,3
3250,Yelahanka New Town,960.0,2.0,50.0,2
3251,Yelahanka New Town,2095.0,3.0,109.0,4
3252,Yelahanka New Town,1209.0,2.0,65.0,3
3253,Yelahanka New Town,1420.0,2.0,75.0,3
3254,Yelahanka New Town,2437.0,3.0,125.0,3
3255,Yelahanka New Town,488.0,1.0,20.0,1
3256,Yelahanka New Town,1100.0,2.0,58.0,2
3257,Yelahanka New Town,1000.0,2.0,44.0,2
3258,Yelahanka New Town,1426.0,2.0,61.5,3
3259,Yelahanka New Town,1000.0,2.0,48.0,3
3260,Yelenahalli,1240.0,2.0,47.12,2
3261,Yelenahalli,1600.0,3.0,61.37,3
3262,Yelenahalli,1260.0,2.0,47.88,2
3263,Yelenahalli,1500.0,2.0,57.0,3
3264,Yelenahalli,1200.0,2.0,45.6,2
3265,Yelenahalli,1160.0,2.0,44.08,2
3267,Yeshwanthpur,667.0,1.0,36.85,1
3268,Yeshwanthpur,665.0,1.0,36.85,1
3269,Yeshwanthpur,1161.0,2.0,64.08,2
3272,Yeshwanthpur,671.0,1.0,36.85,1
3273,Yeshwanthpur,668.0,1.0,36.85,1
3275,Yeshwanthpur,673.0,1.0,36.85,1
3276,Yeshwanthpur,3600.0,5.0,220.0,4
3279,Yeshwanthpur,669.0,1.0,36.85,1
3282,Yeshwanthpur,670.0,1.0,36.85,1
3285,Yeshwanthpur,1144.0,2.0,67.0,2
3287,Yeshwanthpur,666.0,1.0,36.8,1
3289,Yeshwanthpur,1163.0,2.0,64.08,2
3292,Yeshwanthpur,994.0,2.0,54.67,1
3294,Yeshwanthpur,1164.0,2.0,64.08,2
3295,Yeshwanthpur,1520.0,3.0,85.0,3
3297,Yeshwanthpur,674.0,1.0,36.85,1
3299,Yeshwanthpur,672.0,1.0,36.85,1
3300,Yeshwanthpur,1162.0,2.0,64.08,2
3304,Yeshwanthpur,1160.0,2.0,64.08,2
3310,other,600.0,1.0,38.0,1
3312,other,840.0,2.0,45.0,2
3314,other,845.0,2.0,55.0,2
3315,other,4400.0,6.0,250.0,6
3316,other,1660.0,2.0,105.0,3
3318,other,1200.0,2.0,65.0,2
3322,other,1800.0,3.0,120.0,3
3325,other,945.0,2.0,54.0,2
3327,other,1000.0,2.0,60.0,2
3331,other,1500.0,3.0,100.0,3
3333,other,1783.0,3.0,115.0,3
3336,other,1580.0,3.0,100.0,3
3341,other,1060.0,2.0,60.0,2
3343,other,1285.0,2.0,72.5,2
3345,other,1280.0,2.0,69.0,2
3347,other,4111.0,4.0,250.0,4
3350,other,2000.0,4.0,120.0,4
3354,other,1200.0,2.0,79.0,2
3363,other,1200.0,2.0,74.0,2
3366,other,720.0,2.0,45.0,2
3368,other,700.0,1.0,41.0,1
3375,other,1200.0,2.0,65.0,2
3376,other,540.0,1.0,36.0,1
3377,other,416.0,1.0,18.5,1
3379,other,1125.0,4.0,70.0,3
3381,other,469.0,1.0,25.0,1
3387,other,1180.0,2.0,78.34,3
3395,other,425.0,1.0,20.03,1
3402,other,1180.0,2.0,69.0,2
3403,other,1500.0,2.0,95.0,3
3404,other,1350.0,2.0,80.0,2
3405,other,650.0,2.0,42.0,2
3406,other,2400.0,6.0,125.0,8
3408,other,1141.0,2.0,62.0,2
3410,other,950.0,1.0,40.0,1
3415,other,1480.0,3.0,90.0,3
3422,other,6000.0,5.0,400.0,4
3424,other,1500.0,2.0,98.0,3
3425,other,1500.0,3.0,100.0,3
3432,other,1050.0,2.0,67.0,2
3433,other,1596.0,3.0,105.0,3
3437,other,1132.0,2.0,67.0,2
3441,other,5000.0,7.0,299.0,7
3442,other,1380.0,2.0,80.0,2
3446,other,1093.0,2.0,65.0,2
3448,other,1535.0,3.0,95.0,3
3450,other,1100.0,2.0,62.7,2
3453,other,1100.0,2.0,60.0,2
3457,other,1532.0,3.0,92.0,3
3458,other,1650.0,3.0,110.0,3
3459,other,1200.0,2.0,66.0,2
3463,other,3040.0,1.0,180.0,2
3464,other,1200.0,4.0,72.0,4
3465,other,1135.0,2.0,68.0,2
3466,other,900.0,2.0,55.0,2
3469,other,1000.0,4.0,66.0,3
3472,other,1269.72,2.0,68.0,2
3473,other,1168.0,3.0,70.0,3
3475,other,1515.0,3.0,93.93,3
3482,other,2400.0,3.0,142.0,4
3485,other,1250.0,2.0,80.0,3
3486,other,800.0,2.0,50.0,2
3489,other,1350.0,2.0,80.0,2
3491,other,1188.0,2.0,73.0,2
3492,other,1480.0,3.0,90.0,3
3493,other,680.0,2.0,42.0,2
3494,other,955.0,2.0,53.55,2
3497,other,1925.0,3.0,120.0,3
3502,other,1685.0,2.0,110.0,3
3503,other,1765.0,3.0,105.0,3
3504,other,1265.0,2.0,70.0,2
3505,other,1012.0,2.0,59.0,2
3507,other,581.91,2.0,25.0,1
3508,other,925.0,2.0,51.0,2
3512,other,1375.0,2.0,85.0,3
3519,other,1140.0,2.0,76.0,2
3520,other,1370.0,2.0,75.0,2
3524,other,1000.0,1.0,55.0,2
3528,other,1050.0,1.0,70.0,1
3529,other,1200.0,2.0,80.0,3
3534,other,1200.0,2.0,70.0,2
3536,other,1100.0,2.0,60.0,2
3537,other,1300.0,2.0,79.0,2
3546,other,2357.0,3.0,151.0,3
3547,other,1411.0,3.0,91.72,3
3551,other,1945.0,3.0,120.0,3
3554,other,1150.0,2.0,75.0,3
3555,other,1200.0,3.0,74.0,3
3556,other,1030.0,2.0,61.0,2
3557,other,600.0,1.0,32.0,1
3559,other,1210.0,2.0,72.0,2
3561,other,1170.0,2.0,68.0,2
3564,other,1929.0,3.0,115.0,3
3566,other,1100.0,2.0,70.0,2
3567,other,4200.0,4.0,255.0,4
3569,other,700.0,1.0,41.0,1
3572,other,1100.0,2.0,61.0,2
3574,other,1165.0,2.0,75.0,2
3577,other,1000.0,2.0,65.0,3
3583,other,1690.0,3.0,100.0,3
3586,other,1350.0,2.0,90.0,2
3587,other,1460.0,3.0,88.0,3
3589,other,800.0,1.0,52.0,1
3596,other,1260.0,2.0,75.0,2
3598,other,12000.0,12.0,525.0,10
3599,other,1950.0,3.0,130.0,3
3604,other,1693.0,3.0,108.0,3
3610,other,1058.0,2.0,60.0,2
3619,other,2400.0,2.0,150.0,3
3620,other,1125.0,2.0,75.0,2
